"social","econ","service","country","education","destination","candidate","c.same","id","age","gender","ideology","likely","interest","aus","can","us","survey","dice"
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,101,24,"Male",3,1,5,7,6,5,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,2,0,102,23,"Male",5,7,6,9,9,5,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,2,0,103,26,"Male",3,6,7,9,9,7,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,2,1,104,27,"Male",5,6,7,7,5,10,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",1,2,0,105,21,"Female",3,5,6,7,9,7,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,2,1,106,22,"Female",5,5,6,9,6,6,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,2,1,107,21,"Male",7,5,7,6,6,10,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,2,0,108,26,"Male",7,6,7,9,9,10,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,2,0,109,21,"Male",4,5,6,7,6,3,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,2,0,110,21,"Female",2,3,6,6,5,9,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,2,0,111,20,"Male",10,1,7,7,3,6,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,0,112,36,"Male",4,4,6,7,9,6,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,2,0,113,23,"Female",2,1,7,7,5,5,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,2,0,114,23,"Female",5,7,7,7,6,7,"Chile",2
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,2,0,115,24,"Female",3,3,5,9,9,4,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,2,1,116,26,"Male",7,7,7,7,9,6,"Chile",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,2,0,117,22,"Male",4,3,5,7,4,5,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,1,118,20,"Male",3,4,6,9,9,7,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,2,0,119,20,"Male",7,3,5,7,9,5,"Chile",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,2,0,120,21,"Male",5,6,6,6,6,6,"Chile",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,2,1,121,23,"Female",3,7,7,9,6,10,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,2,0,122,22,"Male",3,6,7,7,4,5,"Chile",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,1,123,21,"Male",6,3,6,7,6,7,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,2,0,124,21,"Female",7,4,6,9,6,6,"Chile",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,0,125,27,"Male",7,7,7,9,6,7,"Chile",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,2,1,126,25,"Male",1,5,7,6,4,4,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,127,20,"Male",3,5,7,3,9,5,"Chile",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,2,1,128,22,"Male",3,5,7,9,6,7,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,2,0,129,20,"Female",3,1,5,9,5,6,"Chile",14
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,0,130,25,"Male",3,7,6,9,6,7,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,2,1,131,21,"Female",4,3,7,9,9,5,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,0,132,21,"Female",5,5,7,6,6,10,"Chile",8
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,2,0,133,23,"Female",7,5,7,9,9,10,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 40th Percentile",1,2,0,134,25,"Male",1,6,7,7,6,5,"Chile",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,2,0,135,26,"Male",4,7,5,7,9,6,"Chile",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",1,2,1,136,22,"Female",3,5,7,7,5,5,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,2,0,137,24,"Female",5,3,5,6,4,5,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,0,138,20,"Male",2,3,6,9,5,6,"Chile",15
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,0,139,24,"Male",10,3,6,9,9,10,"Chile",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,2,1,140,20,"Female",5,1,6,9,6,10,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,141,23,"Female",4,7,5,7,5,5,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,1,142,20,"Male",2,5,7,7,9,5,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,2,0,143,24,"Female",7,5,7,7,6,5,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,1,144,22,"Female",5,5,5,9,6,10,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,2,1,145,23,"Female",5,3,4,7,4,4,"Chile",5
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,2,0,146,23,"Male",6,7,7,7,5,7,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,2,1,147,24,"Female",1,7,7,9,6,5,"Chile",5
